eventID	eventType	device	device_operation_label	device_operation_subdevices	device_operation_devicetypes	sensor_id	start_date	end_date	start_time	end_time	lat_start	lon_start	lat_end	lon_end	start_depth_m	end_depth_m	eventDate	eventTime	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT
PS149_42-15	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	11:35:18	11:42:50	83.1514	-6.5853	83.1541	-6.4380	3143.9	3110.3	2025-08-19	11:35:18/11:42:50	83.1528	 -6.5116	989	LINESTRING(-6.5853 83.1514, -6.4380 83.1541)
PS149_42-16	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	11:59:19	12:07:12	83.1753	-6.2055	83.1852	-6.1244	3610.8	3913.2	2025-08-19	11:59:19/12:07:12	83.1802	 -6.1649	769	LINESTRING(-6.2055 83.1753, -6.1244 83.1852)
PS149_42-17	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	12:32:38	12:41:00	83.2278	-6.1091	83.2412	-6.1045	3134.1	3510.6	2025-08-19	12:32:38/12:41:00	83.2345	 -6.1068	746	LINESTRING(-6.1091 83.2278, -6.1045 83.2412)
PS149_42-18	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	a67fcb66-6cfc-4b6a-ba0a-8c1266ec5ce2	2025-08-19	2025-08-19	13:06:04	13:17:16	83.2701	-5.9220	83.2830	-5.8021	3386.2	3436.5	2025-08-19	13:06:04/13:17:16	83.2766	 -5.8620	1061	LINESTRING(-5.9220 83.2701, -5.8021 83.2830)
PS149_42-19	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	a67fcb66-6cfc-4b6a-ba0a-8c1266ec5ce2	2025-08-19	2025-08-19	13:34:28	13:47:26	83.3100	-5.6167	83.3302	-5.5880	3694.4	3288.3	2025-08-19	13:34:28/13:47:26	83.3201	 -5.6023	1140	LINESTRING(-5.6167 83.3100, -5.5880 83.3302)
PS149_42-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	04:42:45	04:52:27	82.7536	-10.7514	82.7587	-10.6808	3214.2	3175.6	2025-08-19	04:42:45/04:52:27	82.7562	-10.7161	571	LINESTRING(-10.7514 82.7536, -10.6808 82.7587)
PS149_42-20	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	14:08:27	14:18:09	83.3530	-5.3915	83.3437	-5.2640	3304.1	3227.8	2025-08-19	14:08:27/14:18:09	83.3484	 -5.3278	972	LINESTRING(-5.3915 83.3530, -5.2640 83.3437)
PS149_42-21	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	14:39:36	14:50:09	83.3334	-4.9864	83.3388	-4.8715	3118.6	3517	2025-08-19	14:39:36/14:50:09	83.3361	 -4.9290	801	LINESTRING(-4.9864 83.3334, -4.8715 83.3388)
PS149_42-22	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	15:11:45	15:19:45	83.3519	-4.5216	83.3620	-4.3853	0	0	2025-08-19	15:11:45/15:19:45	83.3570	 -4.4534	1043	LINESTRING(-4.5216 83.3519, -4.3853 83.3620)
PS149_42-23	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	15:35:45	15:46:27	83.3770	-4.0885	83.3917	-4.0239	3511.7	3767.6	2025-08-19	15:35:45/15:46:27	83.3844	 -4.0562	917	LINESTRING(-4.0885 83.3770, -4.0239 83.3917)
PS149_42-24	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	16:02:09	16:12:18	83.4209	-3.9607	83.4374	-4.0256	3797.1	3806.5	2025-08-19	16:02:09/16:12:18	83.4291	 -3.9931	1007	LINESTRING(-3.9607 83.4209, -4.0256 83.4374)
PS149_42-25	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	16:32:27	16:40:09	83.4671	-4.1623	83.4663	-4.1678	3379.7	3354.8	2025-08-19	16:32:27/16:40:09	83.4667	 -4.1650	57	LINESTRING(-4.1623 83.4671, -4.1678 83.4663)
PS149_42-26	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	17:43:54	17:53:45	83.5166	-4.1379	83.5308	-4.1592	3805.8	3886.7	2025-08-19	17:43:54/17:53:45	83.5237	 -4.1486	802	LINESTRING(-4.1379 83.5166, -4.1592 83.5308)
PS149_42-27	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	18:30:01	18:40:14	83.5438	-3.6706	83.5558	-3.5628	4003.9	3963.8	2025-08-19	18:30:01/18:40:14	83.5498	 -3.6167	949	LINESTRING(-3.6706 83.5438, -3.5628 83.5558)
PS149_42-28	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	19:08:00	19:18:21	83.5585	-3.1880	83.5579	-3.1310	3580.1	3491.7	2025-08-19	19:08:00/19:18:21	83.5582	 -3.1595	358	LINESTRING(-3.1880 83.5585, -3.1310 83.5579)
PS149_42-3	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	05:38:27	05:45:09	82.7478	-10.1334	82.7447	-10.0416	3224.9	3229.5	2025-08-19	05:38:27/05:45:09	82.7462	-10.0875	668	LINESTRING(-10.1334 82.7478, -10.0416 82.7447)
PS149_42-4	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	06:05:13	06:12:34	82.7646	-9.7234	82.7668	-9.6689	3251.7	3238.8	2025-08-19	06:05:13/06:12:34	82.7657	 -9.6962	401	LINESTRING(-9.7234 82.7646, -9.6689 82.7668)
PS149_42-5	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	06:35:39	06:42:42	82.7915	-9.3988	82.8028	-9.3605	3253.6	3261.4	2025-08-19	06:35:39/06:42:42	82.7972	 -9.3796	683	LINESTRING(-9.3988 82.7915, -9.3605 82.8028)
PS149_42-6	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	07:03:37	07:10:03	82.8393	-9.3075	82.8451	-9.2496	3322.2	3323.6	2025-08-19	07:03:37/07:10:03	82.8422	 -9.2785	515	LINESTRING(-9.3075 82.8393, -9.2496 82.8451)
PS149_42-7	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	07:42:57	07:48:57	82.8662	-8.9154	82.8648	-8.8326	3287	3266.5	2025-08-19	07:42:57/07:48:57	82.8655	 -8.8740	578	LINESTRING(-8.9154 82.8662, -8.8326 82.8648)
PS149_42-8	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	08:15:29	08:21:27	82.8854	-8.5085	82.8881	-8.4195	3324.9	3321.9	2025-08-19	08:15:29/08:21:27	82.8868	 -8.4640	632	LINESTRING(-8.5085 82.8854, -8.4195 82.8881)
PS149_42-9	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	392ff207-2560-4b36-9932-1c8639e9d836	2025-08-19	2025-08-19	08:44:03	08:50:23	82.9166	-8.1894	82.9225	-8.1053	3304.7	3288.8	2025-08-19	08:44:03/08:50:23	82.9196	 -8.1474	664	LINESTRING(-8.1894 82.9166, -8.1053 82.9225)
PS149_43-1	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-20	2025-08-20	19:57:48	21:52:27	83.7069	15.6539	83.6972	15.6111	4069.4	4070.4	2025-08-20	19:57:48/21:52:27	83.7020	 15.6325	600	LINESTRING(15.6539 83.7069, 15.6111 83.6972)
PS149_43-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-20	2025-08-20	21:57:40	00:15:26	83.6964	15.6059	83.6964	15.4224	4070.5	4070.3	2025-08-20	21:57:40/00:15:26	83.6964	 15.5141	1121	LINESTRING(15.6059 83.6964, 15.4224 83.6964)
PS149_43-3	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-20	2025-08-20	22:12:06	22:23:30	83.6947	15.5861	83.6942	15.5718	4071.4	4070.9	2025-08-20	22:12:06/22:23:30	83.6944	 15.5789	92	LINESTRING(15.5861 83.6947, 15.5718 83.6942)
PS149_43-4	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	a67fcb66-6cfc-4b6a-ba0a-8c1266ec5ce2	2025-08-20	2025-08-20	00:18:57	00:31:40	83.6973	15.4161	83.6986	15.4105	4070	4070.2	2025-08-20	00:18:57/00:31:40	83.6979	 15.4133	80	LINESTRING(15.4161 83.6973, 15.4105 83.6986)
PS149_44-1	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-08-21	2025-08-21	18:15:44	18:50:06	83.1875	30.2262	83.1838	30.1611	3968	3968.6	2025-08-21	18:15:44/18:50:06	83.1857	 30.1936	477	LINESTRING(30.2262 83.1875, 30.1611 83.1838)
PS149_44-2	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-08-21	2025-08-21	19:58:04	20:14:00	83.2156	31.0854	83.2188	31.2101	3949.5	3939.4	2025-08-21	19:58:04/20:14:00	83.2172	 31.1478	839	LINESTRING(31.0854 83.2156, 31.2101 83.2188)
PS149_44-3	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-08-21	2025-08-21	20:37:47	23:17:31	83.2415	31.4156	83.2371	31.5318	3933.9	3927.7	2025-08-21	20:37:47/23:17:31	83.2393	 31.4737	800	LINESTRING(31.4156 83.2415, 31.5318 83.2371)
PS149_45-1	station	IAOOS Ocean profiling buoy 1	iaoos1		Buoy	c6838c13-1217-4450-9149-40617b450427	2025-08-21	2025-08-22	01:00:37	03:00:45	83.2485	33.2634	83.2458	33.2527	3848.8	3846.6	2025-08-22T01:00:37Z/2025-08-22T03:00:45Z		83.2472	 33.2580	166	LINESTRING(33.2634 83.2485, 33.2527 83.2458)
PS149_46-1	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-08-23	2025-08-24	08:51:59	20:32:02	84.2013	18.1498	84.2131	17.3246	4059.8	3910	2025-08-23T08:51:59Z/2025-08-24T20:32:02Z		84.2072	 17.7372	4684	LINESTRING(18.1498 84.2013, 17.3246 84.2131)
PS149_46-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-23	2025-08-23	14:23:36	15:27:18	84.1950	18.1302	84.1936	18.1437	4031.8	3724.6	2025-08-23	14:23:36/15:27:18	84.1943	 18.1369	109	LINESTRING(18.1302 84.1950, 18.1437 84.1936)
PS149_46-3	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-23	2025-08-23	15:28:27	15:51:18	84.1936	18.1439	84.1928	18.1481	3756.6	3720.4	2025-08-23	15:28:27/15:51:18	84.1932	 18.1460	50	LINESTRING(18.1439 84.1936, 18.1481 84.1928)
PS149_46-4	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-23	2025-08-23	15:52:09	16:02:36	84.1928	18.1482	84.1923	18.1500	3724.6	3711	2025-08-23	15:52:09/16:02:36	84.1926	 18.1491	30	LINESTRING(18.1482 84.1928, 18.1500 84.1923)
PS149_46-5	station	Bongo Net	BONGO_PS		net	359bd2ab-a667-4d8a-bf5b-c06a84120e33	2025-08-23	2025-08-23	16:03:27	16:20:09	84.1923	18.1501	84.1915	18.1526	3716.3	3684.9	2025-08-23	16:03:27/16:20:09	84.1919	 18.1514	47	LINESTRING(18.1501 84.1923, 18.1526 84.1915)
PS149_46-6	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-23	2025-08-23	16:29:09	19:31:29	84.1910	18.1536	84.1831	18.1184	3657.3	3729	2025-08-23	16:29:09/19:31:29	84.1870	 18.1360	482	LINESTRING(18.1536 84.1910, 18.1184 84.1831)
PS149_46-7	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-23	2025-08-23	17:06:36	17:17:45	84.1890	18.1538	84.1883	18.1527	3648.9	3753.3	2025-08-23	17:06:36/17:17:45	84.1886	 18.1532	39	LINESTRING(18.1538 84.1890, 18.1527 84.1883)
PS149_46-8	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-23	2025-08-23	19:37:18	21:37:29	84.1829	18.1162	84.1825	18.0666	3702.9	4060.9	2025-08-23	19:37:18/21:37:29	84.1827	 18.0914	281	LINESTRING(18.1162 84.1829, 18.0666 84.1825)
PS149_46-9	station	Marine Snow Catcher	MSC_PS		water sampler	7c1da4f0-e495-4e05-aad6-e5aa362a820b	2025-08-23	2025-08-23	21:38:55	21:54:20	84.1826	18.0661	84.1827	18.0606	4062.4	4063.2	2025-08-23	21:38:55/21:54:20	84.1826	 18.0633	32	LINESTRING(18.0661 84.1826, 18.0606 84.1827)
PS149_47-1	station	Ship-supported ice station	ship_icestation		pack ice	3f86bc00-2d39-11ef-ba7e-005056a5aa32	2025-08-26	2025-08-27	09:10:51	22:15:46	82.4241	-6.1634	82.3390	-4.6572	3268.2	3502.6	2025-08-26T09:10:51Z/2025-08-27T22:15:46Z		82.3816	 -5.4103	12110	LINESTRING(-6.1634 82.4241, -4.6572 82.3390)
PS149_47-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-26	2025-08-26	11:53:55	15:02:09	82.4465	-5.9429	82.4602	-5.6955	0	4770.5	2025-08-26	11:53:55/15:02:09	82.4534	 -5.8192	1963	LINESTRING(-5.9429 82.4465, -5.6955 82.4602)
PS149_47-3	station	Hand Net	HN_PS		net	50ce87fc-bae0-46a2-bd54-51f4cc3dda50	2025-08-26	2025-08-26	12:24:45	12:37:21	82.4492	-5.9029	82.4503	-5.8862	4626.2	4625.8	2025-08-26	12:24:45/12:37:21	82.4497	 -5.8946	137	LINESTRING(-5.9029 82.4492, -5.8862 82.4503)
PS149_47-4	station	Marine Snow Catcher	MSC_PS		water sampler	7c1da4f0-e495-4e05-aad6-e5aa362a820b	2025-08-26	2025-08-26	15:09:09	15:25:27	82.4603	-5.6870	82.4605	-5.6686	4771	4768.6	2025-08-26	15:09:09/15:25:27	82.4604	 -5.6778	135	LINESTRING(-5.6870 82.4603, -5.6686 82.4605)
PS149_47-5	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-26	2025-08-26	15:39:45	16:35:45	82.4607	-5.6529	82.4616	-5.5936	4766.7	4761.8	2025-08-26	15:39:45/16:35:45	82.4612	 -5.6233	436	LINESTRING(-5.6529 82.4607, -5.5936 82.4616)
PS149_47-6	station	Multinet Midi 5 Nets	MN_S5_PS		net	ce8e77e3-c691-46d0-a10b-add799c10a4d	2025-08-26	2025-08-26	16:36:27	18:37:44	82.4616	-5.5930	82.4626	-5.4995	4761.8	4369.4	2025-08-26	16:36:27/18:37:44	82.4621	 -5.5463	685	LINESTRING(-5.5930 82.4616, -5.4995 82.4626)
PS149_48-1	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	9c536cc7-8974-441c-a5d5-5f8ac367f5d4	2025-08-28	2025-08-28	15:57:45	17:58:36	81.8822	-10.0688	81.8845	-10.0407	2348.4	2366.6	2025-08-28	15:57:45/17:58:36	81.8834	-10.0547	255	LINESTRING(-10.0688 81.8822, -10.0407 81.8845)
PS149_5-1	station	Float	FLOAT_PS		FLOAT	f4b21c99-f21b-4cfb-b423-4da15828df15	2025-07-06	2025-07-06	06:20:23	06:20:25	81.5973	17.7280	81.5974	17.7281	1673.4	1673.4	2025-07-06	06:20:23/06:20:25	81.5974	 17.7281	6	LINESTRING(17.7280 81.5973, 17.7281 81.5974)
PS149_6-1	station	Float	FLOAT_PS		FLOAT	f4b21c99-f21b-4cfb-b423-4da15828df15	2025-07-06	2025-07-06	06:25:12	06:25:14	81.6011	17.7439	81.6012	17.7441	1776.4	1776.4	2025-07-06	06:25:12/06:25:14	81.6012	 17.7440	6	LINESTRING(17.7439 81.6011, 17.7441 81.6012)
PS149_7-1	station	Float	FLOAT_PS		FLOAT	f4b21c99-f21b-4cfb-b423-4da15828df15	2025-07-06	2025-07-06	06:30:46	06:30:48	81.6060	17.7652	81.6060	17.7653	1829.6	1829.6	2025-07-06	06:30:46/06:30:48	81.6060	 17.7653	1	LINESTRING(17.7652 81.6060, 17.7653 81.6060)
PS149_8-1	station	Float	FLOAT_PS		FLOAT	f4b21c99-f21b-4cfb-b423-4da15828df15	2025-07-06	2025-07-06	06:35:46	06:35:48	81.6094	17.7796	81.6094	17.7797	1915.7	1915.7	2025-07-06	06:35:46/06:35:48	81.6094	 17.7796	1	LINESTRING(17.7796 81.6094, 17.7797 81.6094)
PS149_9-1	station	Float	FLOAT_PS		float	f4b21c99-f21b-4cfb-b423-4da15828df15	2025-07-06	2025-07-06	10:15:25	10:30:24	82.0966	19.8910	82.1028	19.8886	3663.6	3670.8	2025-07-06	10:15:25/10:30:24	82.0997	 19.8898	346	LINESTRING(19.8910 82.0966, 19.8886 82.1028)
PS149_9-2	station	MetOcean SVP-I-BXGS-AP (FID4076) 2025P346	2025P346		Buoy	5dadb41d-34df-470c-895d-50c6fc8748f4	2025-07-06	2025-07-06	10:15:44	10:30:30	82.0967	19.8909	82.1028	19.8889	3667.7	3662.1	2025-07-06	10:15:44/10:30:30	82.0998	 19.8899	340	LINESTRING(19.8909 82.0967, 19.8889 82.1028)
